"Index","Original Thai","Locations","Claude score","Claude verdict","Claude raw verdict","Claude issue","Claude suggestion","agy score","agy verdict","agy raw verdict","agy issue","agy suggestion","Average","Score difference","Status"
"TH-1018","คำถามข้อที่","app/stat-test-data.ts:59:11","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1019","สิ่งที่ต้องตรวจก่อนใช้","app/stat-test-data.ts:60:18","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1020","ทางเลือกที่อาจใช้ได้","app/stat-test-data.ts:61:18","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1021","ข้อควรระวังในการแปลผล","app/stat-test-data.ts:62:11","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1022","เมนูหรือคำสั่งในโปรแกรม","app/stat-test-data.ts:63:15","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1023","ชื่อเมนูและรูปแบบคำสั่งอาจเปลี่ยนไปตามรุ่นของโปรแกรม ควรตรวจคู่มือของรุ่นที่ใช้อีกครั้งก่อนวิเคราะห์ข้อมูลจริง","app/stat-test-data.ts:64:18","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1024","เริ่มเลือกใหม่","app/stat-test-data.ts:65:14","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1025","ดูสถิติทั้ง 14 รายการ","app/stat-test-data.ts:66:10","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1026","หากทราบวิธีที่ต้องการอยู่แล้ว สามารถเปิดดูคำแนะนำของแต่ละรายการได้ทันที","app/stat-test-data.ts:67:15","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1027","เปิดดูคำแนะนำ","app/stat-test-data.ts:68:11","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1028","คำถามวิจัยของคุณต้องการตอบเรื่องใด","app/stat-test-data.ts:74:21; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1029","บรรยายลักษณะข้อมูล","app/stat-test-data.ts:76:29; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1030","ค่าเฉลี่ย ร้อยละ การกระจาย","app/stat-test-data.ts:76:88; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1031","เปรียบเทียบกลุ่ม","app/stat-test-data.ts:77:28; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1032","ค่าเฉลี่ยหรือสัดส่วน","app/stat-test-data.ts:77:82; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1033","หาความสัมพันธ์ระหว่างตัวแปร","app/stat-test-data.ts:78:33; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1034","สหสัมพันธ์หรือตารางไขว้","app/stat-test-data.ts:78:106; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1035","พยากรณ์ผลลัพธ์","app/stat-test-data.ts:79:28; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1036","การถดถอย","app/stat-test-data.ts:79:84; workshop/LitWise-Literature-Review-Workshop-TH.pptx#slide-45","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1037","ตัวแปรที่ต้องการบรรยายเป็นแบบใด","app/stat-test-data.ts:83:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1038","ตัวแปรเชิงปริมาณ","app/stat-test-data.ts:85:31; app/stat-test-data.ts:115:31; app/stat-test-data.ts:122:31","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1039","อายุ รายได้ คะแนน","app/stat-test-data.ts:85:92","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1040","ตัวแปรเชิงกลุ่ม","app/stat-test-data.ts:86:32; app/stat-test-data.ts:116:32","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1041","เพศ ระดับการศึกษา","app/stat-test-data.ts:86:91","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1042","ต้องการเปรียบเทียบกี่กลุ่ม","app/stat-test-data.ts:90:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1043","1 กลุ่ม เทียบกับเกณฑ์","app/stat-test-data.ts:92:24","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1044","2 กลุ่ม","app/stat-test-data.ts:93:24","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1045","ตั้งแต่ 3 กลุ่มขึ้นไป","app/stat-test-data.ts:94:31","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1046","ข้อมูลที่นำมาเปรียบเทียบเป็นแบบใด","app/stat-test-data.ts:98:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1047","ค่าเฉลี่ยของข้อมูลเชิงปริมาณ","app/stat-test-data.ts:100:25","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1048","สัดส่วนของผลลัพธ์ 2 ทาง","app/stat-test-data.ts:101:27","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1049","ความถี่ของหลายหมวดหมู่","app/stat-test-data.ts:102:27","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1050","ข้อมูลจากสองกลุ่มสัมพันธ์กันอย่างไร","app/stat-test-data.ts:106:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1051","เป็นคนละกลุ่มและเป็นอิสระจากกัน","app/stat-test-data.ts:108:32","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1052","เป็นกลุ่มเดียวกันที่วัดซ้ำ หรือเป็นข้อมูลจับคู่","app/stat-test-data.ts:109:27","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1053","ตัวแปรตามเป็นแบบใด","app/stat-test-data.ts:113:21; app/stat-test-data.ts:120:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1054","ตัวแปรเชิงกลุ่มที่มี 2 ค่า","app/stat-test-data.ts:123:27","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1055","กลุ่มที่เปรียบเทียบมีโครงสร้างอย่างไร","app/stat-test-data.ts:127:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1056","กลุ่มอิสระ มีตัวแปรอิสระ 1 ตัว","app/stat-test-data.ts:129:31","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1057","กลุ่มอิสระ มีตัวแปรอิสระตั้งแต่ 2 ตัว","app/stat-test-data.ts:130:33","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1058","กลุ่มเดียวกัน วัดซ้ำตั้งแต่ 3 ครั้ง","app/stat-test-data.ts:131:29","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1059","ตัวแปรที่ต้องการหาความสัมพันธ์เป็นแบบใด","app/stat-test-data.ts:135:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1060","เป็นตัวแปรเชิงปริมาณทั้งคู่","app/stat-test-data.ts:137:33","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1061","เป็นตัวแปรเชิงกลุ่มทั้งคู่","app/stat-test-data.ts:138:32","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1062","ผลลัพธ์ที่ต้องการพยากรณ์เป็นแบบใด","app/stat-test-data.ts:142:21","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1063","ค่าต่อเนื่อง","app/stat-test-data.ts:144:31","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1064","ผลลัพธ์ที่มี 2 ทาง","app/stat-test-data.ts:145:27","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1065","ไม่มีคำสั่ง one-sample t-test โดยตรงใน ToolPak — ควรใช้โปรแกรมสถิติ หรือคำนวณอย่างระมัดระวังจากสูตร","app/stat-test-data.ts:151:233","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
"TH-1066","t.test(y ~ group, data = df) # Welch เป็นค่าเริ่มต้น","app/stat-test-data.ts:152:83","5","PASS","PASS","-","-","5","PASS","PASS","-","-","5.0","0","ผ่าน"
